year, daya, temperature, temperature_High(invalid), psnsun_cpool, psnsun_cpool_High(invalid), psnshade_cpool, psnshade_cpool_High(invalid), carbon limited, carbon limited Per(invalid)
1, 271, 11.77, 11.77, 0.00124264, 0, 2.885e-05, 0, 0, -1
1, 272, 12.1625, 12.1625, 0.00113476, 0, 2.46537e-05, 0, 0, -1
1, 273, 12.411, 12.411, 0.00111863, 0, 2.36766e-05, 0, 0, -1
1, 274, 10.4315, 10.4315, 0.00103528, 0, 2.03483e-05, 0, 0, -1
1, 275, 9.531, 9.531, 0.000917988, 0, 1.66291e-05, 0, 0, -1
1, 276, 7.759, 7.759, 0.000637354, 0, 1.02008e-05, 0, 0, -1
1, 277, 8.517, 8.517, 0.000712983, 0, 1.10501e-05, 0, 0, -1
1, 278, 8.452, 8.452, 0.000753447, 0, 1.12804e-05, 0, 0, -1
1, 279, 7.232, 7.232, 0.000645573, 0, 9.11572e-06, 0, 0, -1
1, 280, 5.517, 5.517, 0.000546491, 0, 6.80016e-06, 0, 0, -1
1, 281, 3.8235, 3.8235, 0.000436659, 0, 4.97162e-06, 0, 0, -1
1, 282, 6.226, 6.226, 0.000464445, 0, 4.75758e-06, 0, 0, -1
1, 283, 6.6275, 6.6275, 0.000456012, 0, 4.24527e-06, 0, 0, -1
1, 284, 7.286, 7.286, 0.000341897, 0, 3.32989e-06, 0, 0, -1
1, 285, 7.442, 7.442, 0.00024979, 0, 2.20673e-06, 0, 1, -1
1, 286, 7.4405, 7.4405, 0.000260385, 0, 1.41713e-06, 0, 0, -1
1, 287, 6.6245, 6.6245, 0.000107116, 0, 5.29463e-07, 0, 1, -1
